Entity,Code,Year,OilConsumption,CountryCode
Netherlands,NLD,1976,464.2084351,NL
Netherlands,NLD,1977,445.5194397,NL
Netherlands,NLD,1978,455.1834412,NL
Netherlands,NLD,1979,490.441803,NL
Netherlands,NLD,1980,458.6754761,NL
Netherlands,NLD,1981,426.8679504,NL
Netherlands,NLD,1982,373.0677185,NL
Netherlands,NLD,1983,353.5344849,NL
Netherlands,NLD,1984,349.0068665,NL
Netherlands,NLD,1985,353.145874,NL
Netherlands,NLD,1986,391.566803,NL
Netherlands,NLD,1987,394.3720703,NL
Netherlands,NLD,1988,418.4459839,NL
Netherlands,NLD,1989,412.8923645,NL
Netherlands,NLD,1990,428.5198059,NL
Netherlands,NLD,1991,411.349762,NL
Netherlands,NLD,1992,431.8918457,NL
Netherlands,NLD,1993,426.7470398,NL
Netherlands,NLD,1994,424.0554199,NL
Netherlands,NLD,1995,447.474823,NL
Netherlands,NLD,1996,447.3765259,NL
Netherlands,NLD,1997,464.7484131,NL
Netherlands,NLD,1998,470.2668152,NL
Netherlands,NLD,1999,479.2935486,NL
Netherlands,NLD,2000,486.1824646,NL
Netherlands,NLD,2001,509.7185974,NL
Netherlands,NLD,2002,512.0508423,NL
Netherlands,NLD,2003,512.8084106,NL
Netherlands,NLD,2004,536.4214478,NL
Netherlands,NLD,2005,569.4229126,NL
Netherlands,NLD,2006,567.0725708,NL
Netherlands,NLD,2007,583.5201416,NL
Netherlands,NLD,2008,554.8765259,NL
Netherlands,NLD,2009,530.0778198,NL
Netherlands,NLD,2010,539.9294434,NL
Netherlands,NLD,2011,546.4569702,NL
Netherlands,NLD,2012,518.8716431,NL
Netherlands,NLD,2013,493.0150146,NL
Netherlands,NLD,2014,470.3920593,NL
Netherlands,NLD,2015,459.1960144,NL
Netherlands,NLD,2016,473.8620911,NL
Netherlands,NLD,2017,455.894043,NL
Netherlands,NLD,2018,467.3058472,NL
Netherlands,NLD,2019,458.8200378,NL
Netherlands,NLD,2020,419.3881836,NL
Netherlands,NLD,2021,420.3123779,NL
New Zealand,NZL,1965,32.63617706,NZ
New Zealand,NZL,1966,36.13348007,NZ
New Zealand,NZL,1967,37.95180893,NZ
New Zealand,NZL,1968,38.99597168,NZ
New Zealand,NZL,1969,40.50510788,NZ
New Zealand,NZL,1970,47.60986328,NZ
New Zealand,NZL,1971,49.17649078,NZ
New Zealand,NZL,1972,52.94315338,NZ
New Zealand,NZL,1973,55.96275711,NZ
New Zealand,NZL,1974,53.54411697,NZ
New Zealand,NZL,1975,51.83285904,NZ
New Zealand,NZL,1976,53.20645142,NZ
New Zealand,NZL,1977,52.86666107,NZ
New Zealand,NZL,1978,50.51144791,NZ
New Zealand,NZL,1979,50.98315048,NZ
New Zealand,NZL,1980,49.19086456,NZ
New Zealand,NZL,1981,46.72816849,NZ
New Zealand,NZL,1982,46.54114914,NZ
New Zealand,NZL,1983,44.60512924,NZ
New Zealand,NZL,1984,45.14122391,NZ
New Zealand,NZL,1985,42.78442764,NZ
New Zealand,NZL,1986,38.61462021,NZ
New Zealand,NZL,1987,44.42028809,NZ
New Zealand,NZL,1988,44.36454391,NZ
New Zealand,NZL,1989,44.97659683,NZ
New Zealand,NZL,1990,50.69227982,NZ
New Zealand,NZL,1991,51.45549393,NZ
New Zealand,NZL,1992,53.09952164,NZ
New Zealand,NZL,1993,52.60847473,NZ
New Zealand,NZL,1994,61.2775116,NZ
New Zealand,NZL,1995,65.90586853,NZ
New Zealand,NZL,1996,67.32356262,NZ
New Zealand,NZL,1997,71.26418304,NZ
New Zealand,NZL,1998,72.12576294,NZ
New Zealand,NZL,1999,72.49217224,NZ
New Zealand,NZL,2000,74.48423004,NZ
New Zealand,NZL,2001,74.82283783,NZ
New Zealand,NZL,2002,77.64874268,NZ
New Zealand,NZL,2003,81.95574951,NZ
New Zealand,NZL,2004,82.34383392,NZ
New Zealand,NZL,2005,85.36834717,NZ
New Zealand,NZL,2006,86.19496918,NZ
New Zealand,NZL,2007,86.59333038,NZ
New Zealand,NZL,2008,87.75154114,NZ
New Zealand,NZL,2009,83.75274658,NZ
New Zealand,NZL,2010,83.84560394,NZ
New Zealand,NZL,2011,86.38825989,NZ
New Zealand,NZL,2012,85.12799835,NZ
New Zealand,NZL,2013,86.34358215,NZ
New Zealand,NZL,2014,87.80648804,NZ
New Zealand,NZL,2015,91.31747437,NZ
New Zealand,NZL,2016,93.61309052,NZ
New Zealand,NZL,2017,98.73356628,NZ
New Zealand,NZL,2018,98.53049469,NZ
New Zealand,NZL,2019,100.9011002,NZ
New Zealand,NZL,2020,82.8680954,NZ
New Zealand,NZL,2021,80.81326294,NZ
Non-OECD (BP),,1965,4565.443848,
Non-OECD (BP),,1966,4911.625488,
Non-OECD (BP),,1967,5243.064453,
Non-OECD (BP),,1968,5625.396973,
Non-OECD (BP),,1969,6026.858398,
Non-OECD (BP),,1970,6600.166992,
Non-OECD (BP),,1971,7125.176758,
Non-OECD (BP),,1972,7734.352051,
Non-OECD (BP),,1973,8452.948242,
Non-OECD (BP),,1974,8987.679688,
Non-OECD (BP),,1975,9322.251953,
Non-OECD (BP),,1976,9896.797852,
Non-OECD (BP),,1977,10490.97852,
Non-OECD (BP),,1978,11168.82227,
Non-OECD (BP),,1979,11619.50781,
Non-OECD (BP),,1980,11823.12793,
Non-OECD (BP),,1981,11942.57422,
Non-OECD (BP),,1982,12028.91016,
Non-OECD (BP),,1983,12142.15723,
Non-OECD (BP),,1984,12349.49121,
Non-OECD (BP),,1985,12330.48926,
Non-OECD (BP),,1986,12633.49512,
Non-OECD (BP),,1987,13020.65527,
Non-OECD (BP),,1988,13360.05957,
Non-OECD (BP),,1989,13668.18066,
Non-OECD (BP),,1990,14007.72656,
Non-OECD (BP),,1991,13974.21973,
Non-OECD (BP),,1992,13938.91504,
Non-OECD (BP),,1993,13667.79297,
Non-OECD (BP),,1994,13835.66699,
Non-OECD (BP),,1995,14107.6582,
Non-OECD (BP),,1996,14252.36133,
Non-OECD (BP),,1997,14990.32227,
Non-OECD (BP),,1998,15089.41211,
Non-OECD (BP),,1999,15423.2168,
Non-OECD (BP),,2000,15933.60254,
Non-OECD (BP),,2001,16348.16406,
Non-OECD (BP),,2002,16735.16992,
Non-OECD (BP),,2003,17348.73828,
Non-OECD (BP),,2004,18563.16016,
Non-OECD (BP),,2005,18932.43945,
Non-OECD (BP),,2006,19641.85938,
Non-OECD (BP),,2007,20419.48828,
Non-OECD (BP),,2008,21003.2832,
Non-OECD (BP),,2009,21370.94336,
Non-OECD (BP),,2010,22712.08594,
Non-OECD (BP),,2011,23464.50195,
Non-OECD (BP),,2012,24365.67773,
Non-OECD (BP),,2013,25016.73242,
Non-OECD (BP),,2014,25598.26953,
Non-OECD (BP),,2015,26187.62695,
Non-OECD (BP),,2016,26832.38867,
Non-OECD (BP),,2017,27436.66016,
Non-OECD (BP),,2018,27980.9707,
Non-OECD (BP),,2019,28314.10547,
Non-OECD (BP),,2020,26505.91016,
Non-OECD (BP),,2021,27942.30469,
North America,,1965,7466.546387,
North America,,1966,7833.952148,
North America,,1967,8160.851074,
North America,,1968,8699.626953,
North America,,1969,9124.702148,
North America,,1970,9575.995117,
North America,,1971,9905.831055,
North America,,1972,10679.77734,
North America,,1973,11345.54785,
North America,,1974,11017.25195,
North America,,1975,10800.1875,
North America,,1976,11553.23242,
North America,,1977,12132.09668,
North America,,1978,12456.77051,
North America,,1979,12294.89355,
North America,,1980,11572.87012,
North America,,1981,10935.06543,
North America,,1982,10349.13867,
North America,,1983,10217.19824,
North America,,1984,10544.77344,
North America,,1985,10521.33594,
North America,,1986,10960.85742,
North America,,1987,11218.51367,
North America,,1988,11646.96582,
North America,,1989,11753.94434,
North America,,1990,11500.89746,
North America,,1991,11279.02441,
North America,,1992,11491.75098,
North America,,1993,11580.81055,
North America,,1994,11930.9707,
North America,,1995,11891.56641,
North America,,1996,12302.80371,
North America,,1997,12512.90234,
North America,,1998,12769.61621,
North America,,1999,13059.22949,
North America,,2000,13269.02832,
North America,,2001,13269.91211,
North America,,2002,13277.14648,
North America,,2003,13504.17383,
North America,,2004,13996.50488,
North America,,2005,14003.79688,
North America,,2006,13867.04199,
North America,,2007,13860.28418,
North America,,2008,13070.06055,
North America,,2009,12438.46289,
North America,,2010,12645.73047,
North America,,2011,12471.00586,
North America,,2012,12273.22266,
North America,,2013,12376.56836,
North America,,2014,12382.55859,
North America,,2015,12586.74023,
North America,,2016,12675.83594,
North America,,2017,12710.4082,
North America,,2018,12978.33105,
North America,,2019,12868.10645,
North America,,2020,11174.98633,
North America,,2021,12029.80664,
North America (BP),,1965,7235.743164,
North America (BP),,1966,7595.501465,
North America (BP),,1967,7912.176758,
North America (BP),,1968,8445.538086,
North America (BP),,1969,8863.541992,
North America (BP),,1970,9278.466797,
North America (BP),,1971,9601.970703,
North America (BP),,1972,10339.75879,
North America (BP),,1973,10981.13379,
North America (BP),,1974,10655.76074,
North America (BP),,1975,10457.27148,
North America (BP),,1976,11201.71973,
North America (BP),,1977,11765.75098,
North America (BP),,1978,12085.72559,
North America (BP),,1979,11920.96094,
North America (BP),,1980,11158.74414,
North America (BP),,1981,10516.98828,
North America (BP),,1982,9982.074219,
North America (BP),,1983,9868.888672,
North America (BP),,1984,10178.15527,
North America (BP),,1985,10178.44238,
North America (BP),,1986,10622.74219,
North America (BP),,1987,10875.10352,
North America (BP),,1988,11302.08496,
North America (BP),,1989,11392.40137,
North America (BP),,1990,11139.72168,
North America (BP),,1991,10927.08594,
North America (BP),,1992,11149.90527,
North America (BP),,1993,11238.94141,
North America (BP),,1994,11574.08496,
North America (BP),,1995,11532.76563,
North America (BP),,1996,11929.05664,
North America (BP),,1997,12124.24805,
North America (BP),,1998,12367.44141,
North America (BP),,1999,12665.1875,
North America (BP),,2000,12823.72754,
North America (BP),,2001,12820.12109,
North America (BP),,2002,12822.69141,
North America (BP),,2003,13054.27246,
North America (BP),,2004,13543.77637,
North America (BP),,2005,13550.5332,
North America (BP),,2006,13407.19824,
North America (BP),,2007,13413.53418,
North America (BP),,2008,12637.83691,
North America (BP),,2009,12032.9248,
North America (BP),,2010,12245.81543,
North America (BP),,2011,12069.40137,
North America (BP),,2012,11883.20703,
North America (BP),,2013,12001.04199,
North America (BP),,2014,12016.20215,
North America (BP),,2015,12204.85645,
North America (BP),,2016,12279.94922,
North America (BP),,2017,12326.52637,
North America (BP),,2018,12588.71191,
North America (BP),,2019,12487.85742,
North America (BP),,2020,10859.86816,
North America (BP),,2021,11682.29492,
North Macedonia,MKD,1990,12.74092674,
North Macedonia,MKD,1991,11.40630054,
North Macedonia,MKD,1992,12.28693199,
North Macedonia,MKD,1993,13.21673489,
North Macedonia,MKD,1994,10.26597881,
North Macedonia,MKD,1995,9.655315399,
North Macedonia,MKD,1996,14.67926121,
North Macedonia,MKD,1997,12.30549431,
North Macedonia,MKD,1998,11.07481289,
North Macedonia,MKD,1999,11.07553959,
North Macedonia,MKD,2000,11.26854324,
North Macedonia,MKD,2001,9.23152256,
North Macedonia,MKD,2002,10.42420292,
North Macedonia,MKD,2003,10.08640289,
North Macedonia,MKD,2004,10.27631474,
North Macedonia,MKD,2005,10.58157349,
North Macedonia,MKD,2006,11.12895584,
North Macedonia,MKD,2007,12.07359505,
North Macedonia,MKD,2008,10.88853359,
North Macedonia,MKD,2009,11.39299202,
North Macedonia,MKD,2010,10.97230434,
North Macedonia,MKD,2011,11.3687582,
North Macedonia,MKD,2012,10.98778439,
North Macedonia,MKD,2013,10.72403622,
North Macedonia,MKD,2014,10.64019489,
North Macedonia,MKD,2015,11.40744972,
North Macedonia,MKD,2016,12.80280972,
North Macedonia,MKD,2017,12.18503571,
North Macedonia,MKD,2018,11.69250774,
North Macedonia,MKD,2019,12.73419666,
North Macedonia,MKD,2020,11.72416019,
North Macedonia,MKD,2021,13.61916351,
Norway,NOR,1965,60.31652069,NO
Norway,NOR,1966,68.0845108,NO
Norway,NOR,1967,70.4903717,NO
Norway,NOR,1968,78.40631866,NO
Norway,NOR,1969,86.18964386,NO
Norway,NOR,1970,97.02359009,NO
Norway,NOR,1971,96.00080109,NO
Norway,NOR,1972,100.5522461,NO
Norway,NOR,1973,102.166687,NO
Norway,NOR,1974,92.95791626,NO
Norway,NOR,1975,96.23274994,NO
Norway,NOR,1976,106.4409332,NO
Norway,NOR,1977,104.8593674,NO
Norway,NOR,1978,116.6563339,NO
Norway,NOR,1979,116.0138702,NO
Norway,NOR,1980,112.0844955,NO
Norway,NOR,1981,104.1835098,NO
Norway,NOR,1982,100.1122665,NO
Norway,NOR,1983,98.31226349,NO
Norway,NOR,1984,102.1802292,NO
Norway,NOR,1985,107.214798,NO
Norway,NOR,1986,114.9738617,NO
Norway,NOR,1987,114.5948715,NO
Norway,NOR,1988,107.5931931,NO
Norway,NOR,1989,108.8367844,NO
Norway,NOR,1990,104.7378006,NO
Norway,NOR,1991,96.91612244,NO
Norway,NOR,1992,99.84340668,NO
Norway,NOR,1993,105.488945,NO
Norway,NOR,1994,107.6343231,NO
Norway,NOR,1995,106.4178848,NO
Norway,NOR,1996,113.9596024,NO
Norway,NOR,1997,115.5125885,NO
Norway,NOR,1998,115.7351761,NO
Norway,NOR,1999,114.7408447,NO
Norway,NOR,2000,106.3195801,NO
Norway,NOR,2001,120.6412582,NO
Norway,NOR,2002,116.7922211,NO
Norway,NOR,2003,120.5591736,NO
Norway,NOR,2004,117.9932556,NO
Norway,NOR,2005,117.6147842,NO
Norway,NOR,2006,120.2904816,NO
Norway,NOR,2007,119.5642471,NO
Norway,NOR,2008,117.8744583,NO
Norway,NOR,2009,119.0210495,NO
Norway,NOR,2010,121.6048813,NO
Norway,NOR,2011,119.4855652,NO
Norway,NOR,2012,116.8544235,NO
Norway,NOR,2013,120.9051743,NO
Norway,NOR,2014,114.8952255,NO
Norway,NOR,2015,114.8480911,NO
Norway,NOR,2016,111.0213013,NO
Norway,NOR,2017,110.4612656,NO
Norway,NOR,2018,113.5877838,NO
Norway,NOR,2019,109.5812073,NO
Norway,NOR,2020,104.8524628,NO
Norway,NOR,2021,105.0084991,NO
OECD (BP),,1965,13424.15918,
OECD (BP),,1966,14429.52051,
OECD (BP),,1967,15489.07227,
OECD (BP),,1968,16862.93359,
OECD (BP),,1969,18326.14258,
OECD (BP),,1970,19905.01563,
OECD (BP),,1971,20869.62109,
OECD (BP),,1972,22377.91211,
OECD (BP),,1973,24081.85742,
OECD (BP),,1974,23090.5,
OECD (BP),,1975,22393.51563,
OECD (BP),,1976,23855.66797,
OECD (BP),,1977,24437.1582,
OECD (BP),,1978,25341.09766,
OECD (BP),,1979,25445.05859,
OECD (BP),,1980,23691.29297,
OECD (BP),,1981,22308.99805,
OECD (BP),,1982,21156.35742,
OECD (BP),,1983,20795.44922,
OECD (BP),,1984,21330.56445,
OECD (BP),,1985,21329.61328,
OECD (BP),,1986,22067.33789,
OECD (BP),,1987,22372.88867,
OECD (BP),,1988,23192.5293,
OECD (BP),,1989,23488.6543,
OECD (BP),,1990,23600.29297,
OECD (BP),,1991,23636.42188,
OECD (BP),,1992,24212.93164,
OECD (BP),,1993,24292.82031,
OECD (BP),,1994,24957.8418,
OECD (BP),,1995,25334.51758,
OECD (BP),,1996,26061.93555,
OECD (BP),,1997,26422.92188,
OECD (BP),,1998,26555.00195,
OECD (BP),,1999,26946.87695,
OECD (BP),,2000,26947.32227,
OECD (BP),,2001,26907.51953,
OECD (BP),,2002,26873.69336,
OECD (BP),,2003,27231.91211,
OECD (BP),,2004,27707.49414,
OECD (BP),,2005,27740.21484,
OECD (BP),,2006,27530.75,
OECD (BP),,2007,27339.38867,
OECD (BP),,2008,26335.40234,
OECD (BP),,2009,25000.62305,
OECD (BP),,2010,25182.98828,
OECD (BP),,2011,24843.15234,
OECD (BP),,2012,24645.02734,
OECD (BP),,2013,24503.42383,
OECD (BP),,2014,24234.17188,
OECD (BP),,2015,24608.63672,
OECD (BP),,2016,24928.38867,
OECD (BP),,2017,25078.88477,
OECD (BP),,2018,25269.65234,
OECD (BP),,2019,25054.52148,
OECD (BP),,2020,21874.79883,
OECD (BP),,2021,23228.16992,
Oceania,,1965,232.6555481,
Oceania,,1966,250.1810303,
Oceania,,1967,272.3395691,
Oceania,,1968,294.2809448,
Oceania,,1969,302.9532166,
Oceania,,1970,337.8052979,
Oceania,,1971,354.7210388,
Oceania,,1972,363.9765015,
Oceania,,1973,387.8557129,
Oceania,,1974,405.2792969,
Oceania,,1975,399.9373779,
Oceania,,1976,409.0279236,
Oceania,,1977,425.4674377,
Oceania,,1978,431.4581299,
Oceania,,1979,436.8979492,
Oceania,,1980,416.9584656,
Oceania,,1981,409.1465149,
Oceania,,1982,403.3903198,
Oceania,,1983,364.6885986,
Oceania,,1984,376.1201782,
Oceania,,1985,375.5852356,
Oceania,,1986,366.7616577,
Oceania,,1987,381.0901794,
Oceania,,1988,396.3376465,
Oceania,,1989,411.4927979,
Oceania,,1990,425.5769043,
Oceania,,1991,414.0763245,
Oceania,,1992,423.6464539,
Oceania,,1993,434.6604004,
Oceania,,1994,456.8666992,
Oceania,,1995,493.6833496,
Oceania,,1996,506.3389893,
Oceania,,1997,517.3220215,
Oceania,,1998,518.0960083,
Oceania,,1999,528.6461182,
Oceania,,2000,530.4658203,
Oceania,,2001,531.9082031,
Oceania,,2002,539.6235352,
Oceania,,2003,542.2156982,
Oceania,,2004,553.6395264,
Oceania,,2005,564.0701904,
Oceania,,2006,579.836792,
Oceania,,2007,592.8636475,
Oceania,,2008,600.4674683,
Oceania,,2009,587.8935547,
Oceania,,2010,603.1524048,
Oceania,,2011,633.4485474,
Oceania,,2012,646.5470581,
Oceania,,2013,664.3806152,
Oceania,,2014,663.2347412,
Oceania,,2015,661.8961182,
Oceania,,2016,665.3361206,
Oceania,,2017,698.3133545,
Oceania,,2018,708.6417236,
Oceania,,2019,705.0955811,
Oceania,,2020,605.0353394,
Oceania,,2021,617.1622314,
Oman,OMN,1965,0.097380556,OM
Oman,OMN,1966,0.121861108,OM
Oman,OMN,1967,0.540983319,OM
Oman,OMN,1968,0.651908338,OM
Oman,OMN,1969,0.928511083,OM
Oman,OMN,1970,0.935905576,OM
Oman,OMN,1971,15.4715023,OM
Oman,OMN,1972,17.67721748,OM
Oman,OMN,1973,15.37591362,OM
Oman,OMN,1974,14.12788296,OM
Oman,OMN,1975,12.90469742,OM
Oman,OMN,1976,14.85639763,OM
Oman,OMN,1977,14.31216908,OM
Oman,OMN,1978,13.61695099,OM
Oman,OMN,1979,14.08372688,OM
Oman,OMN,1980,10.5975399,OM
Oman,OMN,1981,10.41259766,OM
Oman,OMN,1982,15.5502491,OM
Oman,OMN,1983,12.00143623,OM
Oman,OMN,1984,19.48709488,OM
Oman,OMN,1985,17.01129532,OM
Oman,OMN,1986,12.10061836,OM
Oman,OMN,1987,13.74831009,OM
Oman,OMN,1988,12.56548882,OM
Oman,OMN,1989,16.37158775,OM
Oman,OMN,1990,24.38726616,OM
Oman,OMN,1991,40.05222321,OM
Oman,OMN,1992,35.36574936,OM
Oman,OMN,1993,33.80615616,OM
Oman,OMN,1994,29.58331108,OM
Oman,OMN,1995,32.55546188,OM
Oman,OMN,1996,31.3517971,OM
Oman,OMN,1997,27.59346199,OM
Oman,OMN,1998,27.72760391,OM
Oman,OMN,1999,35.44929123,OM
Oman,OMN,2000,37.84492493,OM
Oman,OMN,2001,42.20793533,OM
Oman,OMN,2002,49.3603096,OM
Oman,OMN,2003,47.33402634,OM
Oman,OMN,2004,46.23677826,OM
Oman,OMN,2005,51.53972244,OM
Oman,OMN,2006,53.67273712,OM
Oman,OMN,2007,51.76779556,OM
Oman,OMN,2008,70.1572113,OM
Oman,OMN,2009,66.96846008,OM
Oman,OMN,2010,76.53600311,OM
Oman,OMN,2011,80.79763794,OM
Oman,OMN,2012,87.65480042,OM
Oman,OMN,2013,101.057991,OM
Oman,OMN,2014,103.9253922,OM
Oman,OMN,2015,104.5213623,OM
Oman,OMN,2016,107.0119324,OM
Oman,OMN,2017,126.798111,OM
Oman,OMN,2018,129.9529724,OM
Oman,OMN,2019,126.5902328,OM
Oman,OMN,2020,107.1280518,OM
Oman,OMN,2021,116.6108322,OM
Other Africa (BP),,1965,165.5595551,
Other Africa (BP),,1966,172.170578,
Other Africa (BP),,1967,179.9486847,
Other Africa (BP),,1968,187.8136597,
Other Africa (BP),,1969,203.3619232,
Other Africa (BP),,1970,211.9010315,
Other Africa (BP),,1971,235.3358765,
Other Africa (BP),,1972,247.5067139,
Other Africa (BP),,1973,271.1838684,
Other Africa (BP),,1974,278.7171326,
Other Africa (BP),,1975,284.5830994,
Other Africa (BP),,1976,312.2877808,
Other Africa (BP),,1977,337.58255,
Other Africa (BP),,1978,358.6513672,
Other Africa (BP),,1979,376.2292786,
Other Africa (BP),,1980,400.649353,
Other Africa (BP),,1981,427.0886536,
Other Africa (BP),,1982,434.8473206,
Other Africa (BP),,1983,442.8701172,
Other Africa (BP),,1984,416.4671326,
Other Africa (BP),,1985,439.5597839,
Other Africa (BP),,1986,425.7285156,
Other Africa (BP),,1987,454.6011353,
Other Africa (BP),,1988,478.710083,
Other Africa (BP),,1989,489.5285034,
Other Africa (BP),,1990,489.2007446,
Other Africa (BP),,1991,499.7232361,
Other Africa (BP),,1992,513.2036743,
Other Africa (BP),,1993,530.1699829,
Other Africa (BP),,1994,549.5713501,
Other Africa (BP),,1995,565.4766846,
Other Africa (BP),,1996,579.0881958,
Other Africa (BP),,1997,592.9614258,
Other Africa (BP),,1998,601.9784546,
Other Africa (BP),,1999,635.5634155,
Other Africa (BP),,2000,645.7137451,
Other Africa (BP),,2001,666.5349731,
Other Africa (BP),,2002,692.6223755,
Other Africa (BP),,2003,715.7556152,
Other Africa (BP),,2004,731.0582886,
Other Africa (BP),,2005,765.4487305,
Other Africa (BP),,2006,781.6552124,
Other Africa (BP),,2007,787.8209839,
Other Africa (BP),,2008,847.2091064,
Other Africa (BP),,2009,884.4002686,
Other Africa (BP),,2010,924.0539551,
Other Africa (BP),,2011,869.0964355,
Other Africa (BP),,2012,952.0145874,
Other Africa (BP),,2013,1005.482422,
Other Africa (BP),,2014,1009.842651,
Other Africa (BP),,2015,1011.228271,
Other Africa (BP),,2016,1024.937866,
Other Africa (BP),,2017,1067.241333,
Other Africa (BP),,2018,1140.340454,
Other Africa (BP),,2019,1160.115723,
Other Africa (BP),,2020,1067.87085,
Other Africa (BP),,2021,1167.118286,
Other Asia Pacific (BP),,1965,42.84870148,
Other Asia Pacific (BP),,1966,44.63698578,
Other Asia Pacific (BP),,1967,46.81757736,
Other Asia Pacific (BP),,1968,48.7125206,
Other Asia Pacific (BP),,1969,50.62587357,
Other Asia Pacific (BP),,1970,53.06996536,
Other Asia Pacific (BP),,1971,54.91960526,
Other Asia Pacific (BP),,1972,66.81969452,
Other Asia Pacific (BP),,1973,65.15132141,
Other Asia Pacific (BP),,1974,71.70831299,
Other Asia Pacific (BP),,1975,64.17494965,
Other Asia Pacific (BP),,1976,71.79537201,
Other Asia Pacific (BP),,1977,70.28170776,
Other Asia Pacific (BP),,1978,79.0483551,
Other Asia Pacific (BP),,1979,85.97446442,
Other Asia Pacific (BP),,1980,92.60801697,
Other Asia Pacific (BP),,1981,94.7178421,
Other Asia Pacific (BP),,1982,93.48104095,
Other Asia Pacific (BP),,1983,93.50810242,
Other Asia Pacific (BP),,1984,98.69454956,
Other Asia Pacific (BP),,1985,96.94374847,
Other Asia Pacific (BP),,1986,106.3014755,
Other Asia Pacific (BP),,1987,102.2084961,
Other Asia Pacific (BP),,1988,102.1881485,
Other Asia Pacific (BP),,1989,97.43991089,
Other Asia Pacific (BP),,1990,107.0383682,
Other Asia Pacific (BP),,1991,94.69971466,
Other Asia Pacific (BP),,1992,88.82950592,
Other Asia Pacific (BP),,1993,92.36827087,
Other Asia Pacific (BP),,1994,91.72537231,
Other Asia Pacific (BP),,1995,97.82822418,
Other Asia Pacific (BP),,1996,104.5092926,
Other Asia Pacific (BP),,1997,106.5970383,
Other Asia Pacific (BP),,1998,112.6439514,
Other Asia Pacific (BP),,1999,108.0253525,
Other Asia Pacific (BP),,2000,113.9059448,
Other Asia Pacific (BP),,2001,115.4549255,
Other Asia Pacific (BP),,2002,118.2712402,
Other Asia Pacific (BP),,2003,125.4089127,
Other Asia Pacific (BP),,2004,128.7319946,
Other Asia Pacific (BP),,2005,126.3833618,
Other Asia Pacific (BP),,2006,133.1121063,
Other Asia Pacific (BP),,2007,143.1142883,
Other Asia Pacific (BP),,2008,140.8996124,
Other Asia Pacific (BP),,2009,151.0015869,
Other Asia Pacific (BP),,2010,175.9110107,
Other Asia Pacific (BP),,2011,183.579071,
Other Asia Pacific (BP),,2012,190.2854156,
Other Asia Pacific (BP),,2013,199.1494293,
Other Asia Pacific (BP),,2014,213.8006897,
Other Asia Pacific (BP),,2015,238.7222595,
Other Asia Pacific (BP),,2016,242.6230621,
Other Asia Pacific (BP),,2017,243.204895,
Other Asia Pacific (BP),,2018,272.0914307,
Other Asia Pacific (BP),,2019,285.5639038,
Other Asia Pacific (BP),,2020,291.3261719,
Other Asia Pacific (BP),,2021,302.7781982,
Other CIS (BP),,1985,161.8645935,
Other CIS (BP),,1986,153.7470551,
Other CIS (BP),,1987,154.7948456,
Other CIS (BP),,1988,157.3030853,
Other CIS (BP),,1989,150.4700775,
Other CIS (BP),,1990,164.2714844,
Other CIS (BP),,1991,122.1132736,
Other CIS (BP),,1992,97.23986816,
Other CIS (BP),,1993,59.79550552,
Other CIS (BP),,1994,27.97555923,
Other CIS (BP),,1995,26.69823265,
Other CIS (BP),,1996,23.88117218,
Other CIS (BP),,1997,23.49843788,
Other CIS (BP),,1998,22.7227459,
Other CIS (BP),,1999,18.07901955,
Other CIS (BP),,2000,17.19253349,
Other CIS (BP),,2001,18.10948372,
Other CIS (BP),,2002,18.54608536,
Other CIS (BP),,2003,20.46030998,
Other CIS (BP),,2004,22.52860069,
Other CIS (BP),,2005,24.24407196,
Other CIS (BP),,2006,26.60199738,
Other CIS (BP),,2007,31.8599987,
Other CIS (BP),,2008,34.28936386,
Other CIS (BP),,2009,36.19289017,
Other CIS (BP),,2010,35.62548828,
Other CIS (BP),,2011,36.9791069,
Other CIS (BP),,2012,41.25730515,
Other CIS (BP),,2013,42.80133057,
Other CIS (BP),,2014,41.50200272,
Other CIS (BP),,2015,42.75647736,
Other CIS (BP),,2016,46.76783752,
Other CIS (BP),,2017,44.49683762,
Other CIS (BP),,2018,52.51642227,
Other CIS (BP),,2019,48.45332336,
Other CIS (BP),,2020,41.24959946,
Other CIS (BP),,2021,44.97632217,
Other Caribbean (BP),,1965,208.6053009,
Other Caribbean (BP),,1966,216.0973969,
Other Caribbean (BP),,1967,225.3525543,
Other Caribbean (BP),,1968,230.3200989,
Other Caribbean (BP),,1969,236.2419739,
Other Caribbean (BP),,1970,271.9677734,
Other Caribbean (BP),,1971,277.447113,
Other Caribbean (BP),,1972,297.1466675,
Other Caribbean (BP),,1973,321.2673035,
Other Caribbean (BP),,1974,319.0060425,
Other Caribbean (BP),,1975,310.43396,
Other Caribbean (BP),,1976,314.9868164,
Other Caribbean (BP),,1977,330.6911316,
Other Caribbean (BP),,1978,338.9619446,
Other Caribbean (BP),,1979,349.2383728,
Other Caribbean (BP),,1980,394.5912476,
Other Caribbean (BP),,1981,398.7160034,
Other Caribbean (BP),,1982,345.589325,
Other Caribbean (BP),,1983,329.6400452,
Other Caribbean (BP),,1984,350.6495972,
Other Caribbean (BP),,1985,325.9975281,
Other Caribbean (BP),,1986,319.8811951,
Other Caribbean (BP),,1987,331.1885681,
Other Caribbean (BP),,1988,333.807312,
Other Caribbean (BP),,1989,351.5995178,
Other Caribbean (BP),,1990,346.308197,
